Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,CTR,CPC,CPA,ROI
A3070,Data Analytcis Course,125.0,3745.0,206.93,24.0,3.0,0.024,1619.0,2024/11/08,Hyderbad,TABLET,data analytics course,0.03337783711615487,1.65544,68.97666666666667,7.823901802541922
A3071,Data Analytics Corse,188.0,5046.0,202.52,18.0,10.0,0.06,1625.0,2024-11-05,HYDERABAD,TABLET,online data analytic,0.0372572334522394,1.0772340425531914,20.252000000000002,8.023898874185265
A3072,Data Anlytics Corse,99.0,4032.0,186.45,19.0,5.0,,1074.0,2024/11/03,hyderabad,desktop,data analytics course,0.024553571428571428,1.8833333333333333,37.29,5.760257441673371
A3074,Data Anlytics Corse,105.0,4968.0,188.38,14.0,5.0,,1135.0,2024/11/21,hydrebad,TABLET,learn data analytics,0.021135265700483092,1.794095238095238,37.676,6.025055738401104
A3075,Data Analytics Corse,173.0,5872.0,190.3,24.0,5.0,0.029,1953.0,26-11-2024,hyderabad,tablet,data analitics online,0.029461852861035424,1.1,38.06,10.26274303730951
A3077,Data Anlytics Corse,143.0,3109.0,246.92,22.0,5.0,0.035,1589.0,13-11-2024,HYDERABAD,tablet,learn data analytics,0.0459954969443551,1.7267132867132866,49.384,6.435282682650252
A3078,Data Anlytics Corse,124.0,5415.0,217.55,,4.0,0.032,1258.0,27-11-2024,Hyderbad,DESKTOP,data analitics online,0.022899353647276084,1.754435483870968,54.3875,5.7825787175361985
A3079,DataAnalyticsCourse,154.0,5633.0,245.95,29.0,7.0,0.035,1604.0,2024-11-03,Hyderbad,Tablet,learn data analytics,0.027338895792650454,1.597077922077922,35.135714285714286,6.521650742020737
A3080,DataAnalyticsCourse,85.0,5402.0,191.95,18.0,7.0,0.082,1002.0,26-11-2024,hydrebad,desktop,data anaytics training,0.015734912995186968,2.258235294117647,27.42142857142857,5.2201094034904925
A3081,Data Anlytics Corse,167.0,4059.0,209.18,17.0,4.0,0.024,1742.0,16-11-2024,hydrebad,tablet,learn data analytics,0.04114313870411431,1.2525748502994012,52.295,8.327755999617555
A3082,Data Analytics Corse,139.0,3172.0,227.83,20.0,10.0,0.072,1130.0,28-11-2024,Hyderbad,Tablet,analytics for data,0.04382093316519546,1.6390647482014389,22.783,4.959838476056708
A3083,DataAnalyticsCourse,193.0,5716.0,224.53,19.0,9.0,0.047,1167.0,2024-11-13,HYDERABAD,DESKTOP,online data analytic,0.03376487053883835,1.1633678756476684,24.947777777777777,5.197523716207188
A3084,DataAnalyticsCourse,127.0,4816.0,245.25,23.0,3.0,0.049,1985.0,07-11-2024,hydrebad,tablet,learn data analytics,0.026370431893687707,1.9311023622047243,81.75,8.093781855249745
A3085,DataAnalyticsCourse,80.0,3742.0,247.16,,10.0,0.055,1686.0,2024/11/08,HYDERABAD,Tablet,analytics for data,0.021378941742383754,3.0895,24.716,6.8214921508334685
A3086,Data Analytics Corse,174.0,4469.0,215.98,14.0,8.0,0.046,1619.0,2024-11-07,HYDERABAD,Desktop,online data analytic,0.03893488476169165,1.241264367816092,26.9975,7.496064450412075
A3087,DataAnalyticsCourse,127.0,3454.0,209.19,19.0,10.0,0.058,1937.0,2024-11-05,hyderabad,DESKTOP,data anaytics training,0.03676896352055588,1.6471653543307085,20.919,9.259524833883074
A3088,Data Analytcis Course,151.0,3702.0,245.02,22.0,9.0,0.06,1983.0,04-11-2024,Hyderbad,tablet,learn data analytics,0.040788762830902214,1.6226490066225165,27.224444444444444,8.093216880254673
A3089,Data Analytics Corse,113.0,4258.0,232.25,16.0,10.0,0.088,1374.0,2024-11-24,HYDERABAD,mobile,online data analytic,0.026538280883043684,2.0553097345132745,23.225,5.916038751345533
A3090,DataAnalyticsCourse,159.0,4047.0,205.62,24.0,3.0,0.05,1177.0,09-11-2024,hydrebad,tablet,analytics for data,0.039288361749444035,1.2932075471698115,68.54,5.724151347145219
A3091,Data Analytics Corse,197.0,3319.0,215.83,26.0,10.0,0.051,1342.0,18-11-2024,Hyderbad,Desktop,analytics for data,0.059355227478156074,1.0955837563451778,21.583000000000002,6.217856646434694
A3092,Data Analytcis Course,106.0,5661.0,181.96,17.0,3.0,0.028,1250.0,2024-11-11,hydrebad,desktop,data analitics online,0.018724606959901077,1.7166037735849058,60.653333333333336,6.869641679489997
A3093,Data Analytics Corse,143.0,4914.0,222.69,12.0,7.0,0.05,1280.0,12-11-2024,hydrebad,Desktop,analytics for data,0.0291005291005291,1.5572727272727274,31.812857142857144,5.747900669091562
A3094,Data Analytics Corse,111.0,5382.0,219.59,29.0,5.0,0.032,1464.0,2024-11-25,hydrebad,DESKTOP,analytics for data,0.020624303232998884,1.9782882882882884,43.918,6.666970262762421
A3096,Data Analytics Corse,98.0,3967.0,214.51,12.0,5.0,0.051,1180.0,2024/11/08,hyderabad,desktop,analytics for data,0.024703806402823294,2.188877551020408,42.902,5.5009090485292065
A3097,Data Analytics Corse,109.0,3089.0,190.0,,7.0,0.038,1779.0,2024-11-01,hydrebad,Tablet,data analitics online,0.03528650048559404,1.7431192660550459,27.142857142857142,9.363157894736842
A3098,Data Analytcis Course,168.0,3219.0,193.16,12.0,7.0,0.037,1395.0,2024/11/23,HYDERABAD,MOBILE,online data analytic,0.0521901211556384,1.1497619047619048,27.594285714285714,7.221992130875958
A3101,Data Analytics Corse,173.0,5270.0,233.33,11.0,7.0,0.04,1783.0,16-11-2024,HYDERABAD,DESKTOP,analytics for data,0.03282732447817837,1.348728323699422,33.332857142857144,7.641537736253374
A3102,Data Analytics Corse,184.0,3239.0,221.33,25.0,10.0,0.054,1557.0,2024/11/04,Hyderbad,desktop,online data analytic,0.05680765668416178,1.2028804347826088,22.133000000000003,7.034744499164144
A3103,DataAnalyticsCourse,174.0,4054.0,201.25,15.0,7.0,,1514.0,23-11-2024,HYDERABAD,MOBILE,learn data analytics,0.04292057227429699,1.1566091954022988,28.75,7.522981366459628
A3104,Data Analytcis Course,196.0,5448.0,232.55,30.0,8.0,0.041,1694.0,2024/11/14,HYDERABAD,desktop,learn data analytics,0.035976505139500736,1.1864795918367348,29.06875,7.284454955923457
A3106,Data Analytcis Course,97.0,3937.0,197.37,14.0,10.0,0.103,1160.0,2024-11-22,hydrebad,tablet,learn data analytics,0.024638049276098552,2.0347422680412373,19.737000000000002,5.877286315042813
A3107,Data Anlytics Corse,128.0,4175.0,200.11,12.0,10.0,0.059,1599.0,2024-11-20,HYDERABAD,Desktop,data analitics online,0.03065868263473054,1.563359375,20.011000000000003,7.990605167158063
A3108,DataAnalyticsCourse,143.0,5780.0,237.51,24.0,4.0,0.054,1440.0,15-11-2024,Hyderbad,MOBILE,data analitics online,0.024740484429065745,1.660909090909091,59.3775,6.062902614626752
A3111,DataAnalyticsCourse,189.0,3226.0,236.68,14.0,6.0,0.032,1364.0,2024/11/06,HYDERABAD,tablet,analytics for data,0.058586484810911346,1.2522751322751322,39.446666666666665,5.763055602501267
A3112,DataAnalyticsCourse,165.0,4978.0,180.25,12.0,4.0,0.058,1123.0,14-11-2024,hyderabad,Tablet,online data analytic,0.03314584170349538,1.0924242424242425,45.0625,6.230235783633842
A3113,Data Analytcis Course,172.0,5041.0,189.31,22.0,10.0,,1645.0,2024/11/07,Hyderbad,mobile,data anaytics training,0.034120214243205715,1.100639534883721,18.931,8.68945116475622
A3114,DataAnalyticsCourse,183.0,4124.0,186.66,24.0,6.0,0.033,1183.0,2024-11-28,hyderabad,TABLET,data analytics course,0.04437439379243453,1.02,31.11,6.337726347369549
A3115,Data Analytics Corse,196.0,3143.0,238.22,28.0,7.0,0.036,1234.0,2024-11-08,hydrebad,Mobile,data analitics online,0.062360801781737196,1.2154081632653062,34.03142857142857,5.1800856351271936
A3116,Data Analytics Corse,98.0,4505.0,209.36,27.0,5.0,,1186.0,29-11-2024,HYDERABAD,Tablet,learn data analytics,0.021753607103218647,2.136326530612245,41.872,5.664883454337026
A3117,DataAnalyticsCourse,158.0,3736.0,226.99,11.0,8.0,,1606.0,2024-11-29,HYDERABAD,TABLET,data anaytics training,0.04229122055674518,1.4366455696202531,28.37375,7.075201550729107
A3118,Data Analytcis Course,104.0,5949.0,216.6,28.0,4.0,0.038,1102.0,10-11-2024,HYDERABAD,MOBILE,analytics for data,0.0174819297360901,2.082692307692308,54.15,5.087719298245614
A3119,Data Anlytics Corse,84.0,4625.0,226.02,13.0,5.0,,1969.0,14-11-2024,hydrebad,Desktop,online data analytic,0.01816216216216216,2.690714285714286,45.204,8.711618440845943
A3120,DataAnalyticsCourse,128.0,5022.0,188.96,26.0,6.0,0.047,1108.0,2024-11-02,HYDERABAD,mobile,data anaytics training,0.025487853444842692,1.47625,31.493333333333336,5.863674851820491
A3121,DataAnalyticsCourse,99.0,5483.0,180.04,,5.0,0.05,1687.0,04-11-2024,hyderabad,desktop,analytics for data,0.018055808863760715,1.8185858585858585,36.007999999999996,9.370139968895801
A3122,Data Analytcis Course,107.0,5491.0,217.98,17.0,10.0,0.093,1480.0,11-11-2024,hyderabad,Mobile,online data analytic,0.019486432343835368,2.0371962616822428,21.798,6.789613726029911
A3123,DataAnalyticsCourse,86.0,4078.0,208.92,26.0,3.0,0.035,1698.0,2024-11-06,Hyderbad,MOBILE,data analytics course,0.021088769004413928,2.429302325581395,69.64,8.127512923607123
A3125,DataAnalyticsCourse,88.0,3708.0,225.76,10.0,5.0,0.036,1667.0,12-11-2024,HYDERABAD,tablet,data anaytics training,0.023732470334412083,2.5654545454545454,45.152,7.383947554925585
A3126,Data Anlytics Corse,141.0,5314.0,184.34,29.0,10.0,0.071,1271.0,2024-11-19,hyderabad,MOBILE,online data analytic,0.026533684606699286,1.3073758865248226,18.434,6.894868178366062
A3127,Data Analytics Corse,193.0,3566.0,212.73,19.0,7.0,0.036,1311.0,2024-11-04,HYDERABAD,Desktop,data analitics online,0.05412226584408301,1.1022279792746112,30.389999999999997,6.16274150331406
A3128,Data Analytics Corse,185.0,4839.0,193.99,26.0,6.0,0.032,1492.0,04-11-2024,hyderabad,Desktop,data anaytics training,0.038231039470965074,1.0485945945945947,32.33166666666667,7.691118098871075
A3130,Data Analytics Corse,147.0,4371.0,243.04,26.0,9.0,0.061,1776.0,2024-11-18,hyderabad,DESKTOP,online data analytic,0.033630748112560054,1.6533333333333333,27.004444444444445,7.307439104674128
A3131,DataAnalyticsCourse,197.0,5697.0,243.72,13.0,3.0,,1154.0,06-11-2024,hydrebad,MOBILE,learn data analytics,0.03457960329998245,1.2371573604060913,81.24,4.7349417364188415
A3132,DataAnalyticsCourse,81.0,3096.0,228.47,22.0,3.0,0.037,1386.0,2024/11/22,hyderabad,tablet,analytics for data,0.02616279069767442,2.820617283950617,76.15666666666667,6.066441983630236
A3133,Data Analytcis Course,198.0,4163.0,218.64,11.0,6.0,0.03,1904.0,30-11-2024,hyderabad,Tablet,learn data analytics,0.04756185443190007,1.1042424242424242,36.44,8.708379070618369
A3134,Data Anlytics Corse,155.0,5150.0,224.6,24.0,7.0,0.039,1146.0,2024/11/04,hyderabad,tablet,data analytics course,0.030097087378640777,1.449032258064516,32.08571428571428,5.102404274265361
A3135,Data Analytics Corse,181.0,3948.0,223.51,17.0,4.0,0.057,1075.0,10-11-2024,hyderabad,MOBILE,analytics for data,0.04584599797365755,1.2348618784530385,55.8775,4.809628204554606
A3136,Data Analytcis Course,108.0,3126.0,248.94,12.0,3.0,0.028,1942.0,2024-11-16,HYDERABAD,TABLET,analytics for data,0.0345489443378119,2.305,82.98,7.801076564634048
A3137,Data Analytics Corse,114.0,5551.0,195.44,30.0,5.0,0.044,1255.0,2024/11/15,Hyderbad,TABLET,analytics for data,0.020536840208971358,1.7143859649122808,39.088,6.421408104789194
A3138,Data Analytcis Course,146.0,5712.0,221.73,26.0,5.0,,1201.0,2024-11-12,Hyderbad,Mobile,analytics for data,0.025560224089635854,1.5186986301369862,44.346,5.416497542055653
A3139,DataAnalyticsCourse,89.0,4175.0,194.22,11.0,3.0,0.055,1370.0,2024-11-22,Hyderbad,DESKTOP,data anaytics training,0.021317365269461076,2.182247191011236,64.74,7.053856451446813
A3141,DataAnalyticsCourse,98.0,5728.0,230.52,14.0,10.0,,1322.0,07-11-2024,HYDERABAD,Mobile,data anaytics training,0.017108938547486033,2.3522448979591837,23.052,5.7348603158077385
A3142,DataAnalyticsCourse,87.0,3161.0,244.49,24.0,8.0,0.092,1161.0,2024-11-06,hyderabad,tablet,data analitics online,0.027522935779816515,2.8102298850574714,30.56125,4.748660476911121
A3143,Data Analytics Corse,146.0,4773.0,248.27,30.0,6.0,0.041,1304.0,2024-11-01,hydrebad,Tablet,online data analytic,0.030588728263146868,1.7004794520547946,41.37833333333334,5.2523462359527935
A3145,Data Analytcis Course,122.0,5600.0,223.06,12.0,3.0,0.025,1061.0,2024-11-18,HYDERABAD,Tablet,learn data analytics,0.021785714285714287,1.828360655737705,74.35333333333334,4.756567739621627
A3146,Data Analytics Corse,153.0,4218.0,228.36,16.0,7.0,0.046,1178.0,03-11-2024,HYDERABAD,MOBILE,data analitics online,0.03627311522048364,1.4925490196078433,32.62285714285714,5.158521632510071
A3147,Data Anlytics Corse,108.0,3358.0,184.1,28.0,4.0,0.037,1888.0,2024/11/16,Hyderbad,DESKTOP,analytics for data,0.03216200119118523,1.7046296296296295,46.025,10.255296034763715
A3148,Data Analytcis Course,147.0,3021.0,200.17,20.0,4.0,0.027,1718.0,18-11-2024,Hyderbad,mobile,analytics for data,0.04865938430983118,1.3617006802721088,50.0425,8.582704701004147
A3149,Data Analytcis Course,121.0,4477.0,224.77,28.0,10.0,0.083,1604.0,17-11-2024,Hyderbad,TABLET,data analitics online,0.02702702702702703,1.857603305785124,22.477,7.136183654402277
A3150,Data Anlytics Corse,112.0,4073.0,180.24,30.0,4.0,,1628.0,2024/11/12,hydrebad,TABLET,data anaytics training,0.027498158605450528,1.6092857142857144,45.06,9.032401242787394
A3151,Data Anlytics Corse,127.0,5172.0,204.19,10.0,4.0,0.031,1183.0,2024/11/20,HYDERABAD,Mobile,data analitics online,0.024555297757153906,1.6077952755905511,51.0475,5.7936235858759
A3152,Data Analytcis Course,192.0,5896.0,201.18,30.0,9.0,0.05,1589.0,30-11-2024,hyderabad,desktop,data analytics course,0.032564450474898234,1.0478125,22.353333333333335,7.89839944328462
A3153,Data Analytcis Course,174.0,3427.0,223.77,20.0,7.0,0.036,1293.0,15-11-2024,hyderabad,Desktop,analytics for data,0.050773271082579514,1.2860344827586208,31.967142857142857,5.778254457702104
A3154,Data Analytics Corse,166.0,4176.0,243.1,16.0,9.0,0.041,1147.0,2024-11-24,hydrebad,Desktop,learn data analytics,0.03975095785440613,1.4644578313253012,27.01111111111111,4.718222953517071
A3155,DataAnalyticsCourse,98.0,5835.0,232.82,19.0,6.0,,1989.0,2024/11/02,hydrebad,mobile,data analitics online,0.016795201371036846,2.3757142857142854,38.803333333333335,8.543080491366721
A3156,DataAnalyticsCourse,191.0,5438.0,244.1,19.0,5.0,,1203.0,2024/11/08,Hyderbad,Tablet,learn data analytics,0.03512320706141964,1.2780104712041884,48.82,4.928308070462925
A3157,Data Analytcis Course,89.0,4936.0,199.91,16.0,4.0,0.059,1543.0,2024-11-14,HYDERABAD,desktop,data analytics course,0.018030794165316045,2.2461797752808987,49.9775,7.718473312990846
A3159,Data Anlytics Corse,91.0,5509.0,186.22,29.0,5.0,0.055,1928.0,2024-11-02,hyderabad,MOBILE,learn data analytics,0.016518424396442185,2.0463736263736263,37.244,10.353345505316293
A3160,Data Analytcis Course,114.0,5748.0,184.76,16.0,8.0,0.07,1490.0,2024/11/21,HYDERABAD,DESKTOP,data analitics online,0.019832985386221295,1.6207017543859648,23.095,8.064516129032258
A3161,DataAnalyticsCourse,80.0,5155.0,217.3,28.0,5.0,,1316.0,12-11-2024,hyderabad,TABLET,data analytics course,0.015518913676042677,2.71625,43.46,6.056143580303727
A3162,Data Analytics Corse,127.0,4537.0,247.11,17.0,7.0,0.043,1451.0,2024/11/18,hyderabad,tablet,analytics for data,0.02799206524134891,1.9457480314960631,35.30142857142857,5.871878920318886
A3163,DataAnalyticsCourse,84.0,5468.0,227.36,13.0,4.0,0.048,1228.0,2024-11-26,hydrebad,tablet,data analytics course,0.015362106803218726,2.706666666666667,56.84,5.40112596762843
A3164,Data Anlytics Corse,182.0,4390.0,239.33,11.0,7.0,0.052,1799.0,2024-11-27,Hyderbad,tablet,data anaytics training,0.04145785876993166,1.3150000000000002,34.190000000000005,7.516817782977478
A3165,DataAnalyticsCourse,105.0,5883.0,180.07,20.0,4.0,0.038,1586.0,2024/11/05,hydrebad,Mobile,data analytics course,0.017848036715961243,1.7149523809523808,45.0175,8.807685899927806
A3166,Data Anlytics Corse,162.0,3120.0,245.58,30.0,6.0,0.037,1952.0,06-11-2024,Hyderbad,MOBILE,data anaytics training,0.051923076923076926,1.515925925925926,40.93,7.948530010587181
A3167,Data Anlytics Corse,118.0,4377.0,219.81,21.0,4.0,0.034,1290.0,2024/11/14,hyderabad,DESKTOP,analytics for data,0.02695910440941284,1.8627966101694915,54.9525,5.868704790500887
A3168,Data Analytcis Course,131.0,5719.0,183.69,12.0,7.0,0.053,1555.0,23-11-2024,HYDERABAD,Mobile,data anaytics training,0.02290610246546599,1.4022137404580153,26.24142857142857,8.46534922968044
A3169,Data Anlytics Corse,116.0,4250.0,186.34,12.0,3.0,0.026,1043.0,2024-11-30,HYDERABAD,DESKTOP,analytics for data,0.027294117647058823,1.6063793103448276,62.11333333333334,5.597295266716754
A3170,Data Anlytics Corse,80.0,5648.0,239.26,10.0,6.0,0.075,1005.0,2024/11/20,hydrebad,mobile,data analytics course,0.014164305949008499,2.99075,39.876666666666665,4.200451391791357
A3171,Data Anlytics Corse,81.0,3394.0,187.24,12.0,6.0,0.074,1227.0,12-11-2024,HYDERABAD,Tablet,data analytics course,0.023865645256334708,2.311604938271605,31.206666666666667,6.5530869472334965
A3172,Data Anlytics Corse,189.0,5117.0,197.9,20.0,8.0,0.042,1710.0,28-11-2024,HYDERABAD,MOBILE,analytics for data,0.036935704514363885,1.047089947089947,24.7375,8.640727640222334
A3173,Data Anlytics Corse,128.0,3861.0,232.11,30.0,10.0,,1636.0,18-11-2024,HYDERABAD,Tablet,data analytics course,0.033152033152033154,1.813359375,23.211000000000002,7.048382232562147
A3174,Data Analytcis Course,182.0,3303.0,238.4,17.0,4.0,0.022,1695.0,2024-11-05,HYDERABAD,desktop,data analitics online,0.05510142294883439,1.30989010989011,59.6,7.10989932885906
A3176,Data Anlytics Corse,137.0,3720.0,237.22,24.0,5.0,0.036,1811.0,10-11-2024,HYDERABAD,Mobile,online data analytic,0.03682795698924731,1.7315328467153284,47.444,7.634263552820167
A3177,Data Anlytics Corse,106.0,5789.0,183.62,19.0,3.0,0.028,1838.0,2024/11/16,hyderabad,Desktop,data analitics online,0.018310589048194853,1.7322641509433963,61.20666666666667,10.009802853719638
A3178,Data Analytcis Course,102.0,5113.0,206.65,27.0,6.0,0.059,1466.0,2024-11-19,hyderabad,MOBILE,data analytics course,0.01994914922745942,2.0259803921568627,34.44166666666667,7.094120493588193
A3179,DataAnalyticsCourse,155.0,3234.0,204.47,12.0,4.0,0.026,1401.0,2024/11/16,hyderabad,Desktop,learn data analytics,0.0479282622139765,1.3191612903225807,51.1175,6.851860908690761
A3180,Data Anlytics Corse,85.0,3088.0,234.24,24.0,4.0,0.047,1210.0,2024-11-07,Hyderbad,tablet,analytics for data,0.027525906735751296,2.755764705882353,58.56,5.165642076502732
A3181,DataAnalyticsCourse,126.0,5114.0,233.27,30.0,5.0,,1197.0,15-11-2024,Hyderbad,tablet,data analitics online,0.024638247946812672,1.8513492063492065,46.654,5.13139280661894
A3182,DataAnalyticsCourse,96.0,5070.0,210.63,27.0,10.0,0.104,1653.0,2024-11-18,Hyderbad,Tablet,online data analytic,0.01893491124260355,2.1940625,21.063,7.847884916678536
A3183,Data Analytics Corse,128.0,4445.0,200.52,14.0,4.0,0.031,1861.0,2024/11/05,hydrebad,TABLET,learn data analytics,0.028796400449943756,1.5665625,50.13,9.280869738679433
A3184,DataAnalyticsCourse,151.0,3656.0,199.96,26.0,7.0,0.051,1566.0,2024-11-17,HYDERABAD,Desktop,online data analytic,0.0413019693654267,1.3242384105960265,28.565714285714286,7.831566313262652
A3185,Data Analytics Corse,95.0,3583.0,223.37,22.0,9.0,0.033,1821.0,29-11-2024,Hyderbad,Desktop,online data analytic,0.026514094334356683,2.3512631578947367,24.81888888888889,8.152392890719433
A3186,Data Analytcis Course,193.0,4790.0,247.69,23.0,5.0,0.026,1687.0,24-11-2024,HYDERABAD,MOBILE,data analitics online,0.04029227557411273,1.2833678756476683,49.538,6.810933021115104
A3187,Data Analytcis Course,90.0,3235.0,211.4,29.0,10.0,0.111,1290.0,2024-11-19,hyderabad,tablet,analytics for data,0.027820710973724884,2.348888888888889,21.14,6.102175969725638
A3188,Data Analytics Corse,175.0,3832.0,245.61,27.0,5.0,0.029,1388.0,2024-11-26,Hyderbad,Desktop,data analitics online,0.045668058455114825,1.4034857142857144,49.122,5.6512356988721955
A3189,Data Analytics Corse,153.0,4261.0,230.25,27.0,7.0,0.046,1027.0,2024/11/05,hydrebad,Desktop,analytics for data,0.03590706406946726,1.5049019607843137,32.892857142857146,4.460369163952226
A3190,Data Analytcis Course,103.0,4796.0,180.64,26.0,7.0,,1102.0,2024/11/03,Hyderbad,Mobile,data anaytics training,0.021476230191826522,1.7537864077669902,25.805714285714284,6.1005314437555365
A3191,Data Anlytics Corse,102.0,5229.0,208.55,30.0,5.0,0.049,1065.0,2024-11-15,Hyderbad,MOBILE,analytics for data,0.019506597819850834,2.044607843137255,41.71,5.106689043394869
A3193,DataAnalyticsCourse,96.0,4851.0,229.12,27.0,6.0,,1271.0,2024/11/03,hyderabad,tablet,data anaytics training,0.019789734075448363,2.3866666666666667,38.18666666666667,5.547311452513966
A3195,Data Anlytics Corse,170.0,5404.0,218.24,24.0,5.0,,1818.0,29-11-2024,hydrebad,DESKTOP,data analitics online,0.03145817912657291,1.283764705882353,43.648,8.330278592375366
A3196,DataAnalyticsCourse,145.0,3068.0,237.7,24.0,7.0,,1494.0,2024/11/19,Hyderbad,mobile,data analytics course,0.04726205997392438,1.639310344827586,33.957142857142856,6.285233487589399
A3197,DataAnalyticsCourse,148.0,5877.0,213.84,25.0,8.0,,1371.0,18-11-2024,hydrebad,desktop,learn data analytics,0.025182916453973116,1.444864864864865,26.73,6.4113355780022445
A3198,Data Analytcis Course,141.0,4188.0,228.12,16.0,9.0,,1204.0,30-11-2024,HYDERABAD,DESKTOP,data analitics online,0.0336676217765043,1.617872340425532,25.346666666666668,5.277923899701912
A3200,DataAnalyticsCourse,140.0,4677.0,223.74,20.0,9.0,0.064,1610.0,2024-11-04,HYDERABAD,mobile,learn data analytics,0.029933718195424418,1.5981428571428573,24.86,7.1958523285956915
A3202,DataAnalyticsCourse,105.0,3548.0,216.8,30.0,7.0,0.054,1663.0,14-11-2024,Hyderbad,Tablet,learn data analytics,0.02959413754227734,2.064761904761905,30.97142857142857,7.670664206642066
A3204,Data Analytics Corse,128.0,4662.0,187.28,23.0,9.0,,1710.0,2024-11-13,hyderabad,Desktop,data anaytics training,0.027456027456027456,1.463125,20.808888888888887,9.130713370354549
A3205,Data Analytcis Course,120.0,4453.0,240.34,23.0,8.0,0.067,1452.0,2024-11-26,hydrebad,Tablet,online data analytic,0.026948124859645182,2.0028333333333332,30.0425,6.041441291503703
A3206,DataAnalyticsCourse,163.0,5052.0,234.73,24.0,6.0,,1848.0,17-11-2024,hydrebad,mobile,online data analytic,0.032264449722882026,1.4400613496932515,39.12166666666666,7.8728752183359605
A3207,Data Anlytics Corse,94.0,4457.0,246.18,14.0,6.0,0.053,1492.0,2024/11/15,HYDERABAD,tablet,data analitics online,0.021090419564729637,2.618936170212766,41.03,6.0606060606060606
A3209,Data Analytcis Course,146.0,4474.0,190.94,18.0,10.0,,1872.0,2024/11/07,Hyderbad,TABLET,data analitics online,0.03263299061242736,1.3078082191780822,19.094,9.80412695087462
A3210,Data Analytcis Course,193.0,5129.0,243.78,13.0,10.0,0.052,1583.0,2024/11/06,hydrebad,Tablet,data analytics course,0.03762916747904075,1.2631088082901554,24.378,6.493559767003036
A3211,DataAnalyticsCourse,96.0,5210.0,223.05,10.0,8.0,0.083,1483.0,2024-11-29,HYDERABAD,tablet,online data analytic,0.018426103646833013,2.3234375000000003,27.88125,6.648733467832324
A3212,Data Analytcis Course,150.0,3456.0,242.22,16.0,7.0,0.047,1215.0,2024/11/02,Hyderbad,DESKTOP,data anaytics training,0.043402777777777776,1.6148,34.60285714285714,5.016101065147387
A3213,Data Anlytics Corse,130.0,4109.0,207.1,19.0,6.0,0.046,1521.0,2024-11-16,Hyderbad,mobile,learn data analytics,0.03163786809442687,1.593076923076923,34.516666666666666,7.344278126508933
A3214,Data Analytics Corse,99.0,3522.0,210.01,28.0,9.0,0.034,1932.0,2024/11/23,Hyderbad,Mobile,analytics for data,0.028109028960817718,2.1213131313131313,23.334444444444443,9.19956192562259
A3215,Data Analytcis Course,143.0,3600.0,238.14,26.0,7.0,0.049,1891.0,2024-11-09,hydrebad,Tablet,analytics for data,0.03972222222222222,1.6653146853146852,34.019999999999996,7.9407071470563535
A3216,Data Analytcis Course,116.0,3026.0,209.03,24.0,9.0,,1819.0,10-11-2024,HYDERABAD,desktop,data analitics online,0.038334434897554524,1.8019827586206896,23.225555555555555,8.702100177008084
A3218,Data Analytcis Course,115.0,4857.0,195.05,29.0,9.0,0.078,1644.0,2024-11-17,hydrebad,DESKTOP,data anaytics training,0.023677166975499278,1.6960869565217391,21.672222222222224,8.428608049218148
A3219,Data Anlytics Corse,175.0,5915.0,223.39,23.0,8.0,0.042,1595.0,2024-11-08,hydrebad,TABLET,learn data analytics,0.029585798816568046,1.2765142857142857,27.92375,7.139979408209857
A3220,Data Analytics Corse,100.0,3948.0,230.56,30.0,6.0,,1234.0,2024/11/12,hyderabad,Tablet,analytics for data,0.025329280648429583,2.3056,38.42666666666667,5.352185981956974
A3221,Data Analytics Corse,114.0,5446.0,207.62,11.0,8.0,,1355.0,2024-11-12,hyderabad,MOBILE,data analitics online,0.02093279471171502,1.8212280701754386,25.9525,6.526346209421058
A3222,Data Anlytics Corse,109.0,5388.0,205.68,22.0,6.0,0.055,1339.0,19-11-2024,hydrebad,desktop,data anaytics training,0.020230141054194507,1.8869724770642202,34.28,6.510112796577207
A3223,DataAnalyticsCourse,154.0,5138.0,194.15,17.0,7.0,0.045,1295.0,2024/11/17,hyderabad,mobile,data analytics course,0.02997275204359673,1.2607142857142857,27.735714285714288,6.67010043780582
A3224,Data Analytcis Course,199.0,3534.0,238.67,24.0,5.0,0.025,1776.0,2024/11/21,HYDERABAD,Mobile,data anaytics training,0.056310130164119974,1.1993467336683417,47.733999999999995,7.44123685423388
A3225,Data Anlytics Corse,98.0,4302.0,183.4,16.0,9.0,0.092,1765.0,2024-11-19,HYDERABAD,DESKTOP,data analytics course,0.02278010227801023,1.8714285714285714,20.37777777777778,9.623773173391493
A3226,Data Analytcis Course,196.0,4367.0,238.44,20.0,7.0,,1931.0,27-11-2024,Hyderbad,desktop,data analitics online,0.04488207007098695,1.216530612244898,34.06285714285714,8.098473410501594
A3227,DataAnalyticsCourse,81.0,3721.0,222.89,17.0,4.0,0.046,1690.0,2024-11-15,hyderabad,Desktop,data analytics course,0.021768341843590434,2.751728395061728,55.7225,7.582215442595002
A3228,DataAnalyticsCourse,150.0,4351.0,203.7,26.0,8.0,,1765.0,2024/11/18,Hyderbad,DESKTOP,data anaytics training,0.0344748333716387,1.3579999999999999,25.4625,8.664702994599903
